MaDotBiTich;NgayBiTich;MoTa;LinhMuc;LoaiBiTich;NoiBiTich;UpdateDate;MaGiaoXuRieng;DeleteClient
204;1962;Đợt bí tích năm 1962;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
205;24/10/1962;Đợt bí tích ngày 24 tháng 10 năm 1962;;0;Gx Ngũ Phúc;2014-09-16 08:34:24;;0
206;14/06/1962;Đợt bí tích ngày 14 tháng 06 năm 1962;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
207;27/08/1962;Đợt bí tích ngày 27 tháng 08 năm 1962;;0;Gx Ngũ Phúc;2014-09-16 08:34:24;;0
208;27/12/1962;Đợt bí tích ngày 27 tháng 12 năm 1962;Tôma Lê Thanh Ánh;0;Hiếu Đạo;2014-09-16 08:34:24;;0
209;24/05/1962;Đợt bí tích ngày 24 tháng 05 năm 1962;Phạm Quang Tú;0;Ngọc Đồng;2014-09-16 08:34:24;;0
210;12/02/1962;Đợt bí tích ngày 12 tháng 02 năm 1962;F.x. Đinh Quốc Thụy;0;Ngũ Phúc;2014-09-16 08:34:24;;0
211;05/01/1962;Đợt bí tích ngày 05 tháng 01 năm 1962;;0;Bình Lộc;2014-09-16 08:34:24;;0
212;06/12/1962;Đợt bí tích ngày 06 tháng 12 năm 1962;;0;Ngũ Phúc;2014-09-16 08:34:24;;0
213;11/01/1962;Đợt bí tích ngày 11 tháng 01 năm 1962;;0;Bùi Vĩnh;2014-09-16 08:34:24;;0
214;28/05/1962;Đợt bí tích ngày 28 tháng 05 năm 1962;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
215;11/01/1962;Đợt bí tích ngày 11 tháng 01 năm 1962;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
216;10/07/1962;Đợt bí tích ngày 10 tháng 07 năm 1962;;0;Tân Việt;2014-09-16 08:34:24;;0
217;01/04/1962;Đợt bí tích ngày 01 tháng 04 năm 1962;;0;;2014-09-16 08:34:24;;0
218;13/12/1962;Đợt bí tích ngày 13 tháng 12 năm 1962;;0;Ngọc Đồng;2014-09-16 08:34:24;;0
219;12/04/1962;Đợt bí tích ngày 12 tháng 04 năm 1962;Mai Đức Cận;0;Tràng Giang;2014-09-16 08:34:24;;0
220;29/10/1962;Đợt bí tích ngày 29 tháng 10 năm 1962;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
221;15/04/1963;Đợt bí tích ngày 15 tháng 04 năm 1963;Gioan Vũ Công Khanh;0;Nam Hưng;2014-09-16 08:34:24;;0
222;15/12/1963;Đợt bí tích ngày 15 tháng 12 năm 1963;;0;Võ Dõng;2014-09-16 08:34:24;;0
223;21/01/1963;Đợt bí tích ngày 21 tháng 01 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
224;21/03/1963;Đợt bí tích ngày 21 tháng 03 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
225;21/08/1963;Đợt bí tích ngày 21 tháng 08 năm 1963;;0;Ngũ Phúc;2014-09-16 08:34:24;;0
226;19/08/1963;Đợt bí tích ngày 19 tháng 08 năm 1963;Ông Trùm Phê-rô Kính;0;Bỉ Nội;2014-09-16 08:34:24;;0
227;24/03/1963;Đợt bí tích ngày 24 tháng 03 năm 1963;Đaminh Trịnh Đức Luyện;0;Mỹ Vân;2014-09-16 08:34:24;;0
228;29/04/1963;Đợt bí tích ngày 29 tháng 04 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
229;27/05/1963;Đợt bí tích ngày 27 tháng 05 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
230;20/02/1963;Đợt bí tích ngày 20 tháng 02 năm 1963;G.b. Trần Quang Trịnh;0;Thánh Giuse;2014-09-16 08:34:24;;0
231;28/02/1963;Đợt bí tích ngày 28 tháng 02 năm 1963;;0;Ngũ Phúc;2014-09-16 08:34:24;;0
232;20/10/1963;Đợt bí tích ngày 20 tháng 10 năm 1963;;0;;2014-09-16 08:34:24;;0
233;13/09/1963;Đợt bí tích ngày 13 tháng 09 năm 1963;Trần Đình Trị;0;Bình An;2014-09-16 08:34:24;;0
234;31/10/1963;Đợt bí tích ngày 31 tháng 10 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
235;14/08/1963;Đợt bí tích ngày 14 tháng 08 năm 1963;;0;Phước Thành;2014-09-16 08:34:24;;0
236;20/10/1963;Đợt bí tích ngày 20 tháng 10 năm 1963;Lm Giuse Hoàng Trung;0;Gx Bình Thái, Tgp Sài Gòn;2014-09-16 08:34:24;;0
237;1963;Đợt bí tích năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
238;22/12/1963;Đợt bí tích ngày 22 tháng 12 năm 1963;;0;Bình Lộc;2014-09-16 08:34:24;;0
239;12/04/1963;Đợt bí tích ngày 12 tháng 04 năm 1963;;0;;2014-09-16 08:34:24;;0
240;22/02/1963;Đợt bí tích ngày 22 tháng 02 năm 1963;Nguyễn Trung Tuệ;0;Thừa Thiên;2014-09-16 08:34:24;;0
241;06/08/1963;Đợt bí tích ngày 06 tháng 08 năm 1963;;0;Biên Hòa;2014-09-16 08:34:24;;0
242;26/08/1963;Đợt bí tích ngày 26 tháng 08 năm 1963;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
243;16/05/1963;Đợt bí tích ngày 16 tháng 05 năm 1963;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
244;30/10/1963;Đợt bí tích ngày 30 tháng 10 năm 1963;;0;Trung Nghĩa;2014-09-16 08:34:24;;0
245;10/10/1963;Đợt bí tích ngày 10 tháng 10 năm 1963;;0;Phước Long;2014-09-16 08:34:24;;0
246;13/07/1964;Đợt bí tích ngày 13 tháng 07 năm 1964;Lm. Giuse Mai Thành Hân;0;Tân Việt;2014-09-16 08:34:24;;0
247;04/11/1964;Đợt bí tích ngày 04 tháng 11 năm 1964;;0;Tân Cảnh, Kontum;2014-09-16 08:34:24;;0
248;17/09/1964;Đợt bí tích ngày 17 tháng 09 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
249;23/02/1964;Đợt bí tích ngày 23 tháng 02 năm 1964;Giuse Nguyễn Hưng;0;Thánh Gia;2014-09-16 08:34:24;;0
250;24/12/1964;Đợt bí tích ngày 24 tháng 12 năm 1964;;0;Hà Nội;2014-09-16 08:34:24;;0
251;03/05/1964;Đợt bí tích ngày 03 tháng 05 năm 1964;;0;Gx Tân Hòa, Tgp Sài Gòn;2014-09-16 08:34:24;;0
252;22/04/1964;Đợt bí tích ngày 22 tháng 04 năm 1964;;0;;2014-09-16 08:34:24;;0
253;02/01/1964;Đợt bí tích ngày 02 tháng 01 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
254;28/09/1964;Đợt bí tích ngày 28 tháng 09 năm 1964;Tôma Lê Thanh Ánh;0;Hiếu Đạo;2014-09-16 08:34:24;;0
255;23/02/1964;Đợt bí tích ngày 23 tháng 02 năm 1964;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
256;21/09/1964;Đợt bí tích ngày 21 tháng 09 năm 1964;An-tôn Bùi Hữu Ngạn;0;An Hòa;2014-09-16 08:34:24;;0
257;31/12/1964;Đợt bí tích ngày 31 tháng 12 năm 1964;Lm. Đaminh Đỗ Đức Hân;0;Tiên Chu;2014-09-16 08:34:24;;0
258;26/11/1964;Đợt bí tích ngày 26 tháng 11 năm 1964;;0;Thủ Đức;2014-09-16 08:34:24;;0
259;19/10/1964;Đợt bí tích ngày 19 tháng 10 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
260;28/12/1964;Đợt bí tích ngày 28 tháng 12 năm 1964;;0;Bình Lộc;2014-09-16 08:34:24;;0
261;01/11/1964;Đợt bí tích ngày 01 tháng 11 năm 1964;Vũ Kim Đương;0;Ông Quế;2014-09-16 08:34:24;;0
262;15/05/1964;Đợt bí tích ngày 15 tháng 05 năm 1964;;0;;2014-09-16 08:34:24;;0
263;07/04/1964;Đợt bí tích ngày 07 tháng 04 năm 1964;;0;Thanh Hóa;2014-09-16 08:34:24;;0
264;03/01/1964;Đợt bí tích ngày 03 tháng 01 năm 1964;;0;Gx Xóm Thuốc, Tgp Sài Gòn;2014-09-16 08:34:24;;0
265;1964;Đợt bí tích năm 1964;;0;Ngũ Phúc;2014-09-16 08:34:24;;0
266;26/10/1964;Đợt bí tích ngày 26 tháng 10 năm 1964;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
267;09/11/1964;Đợt bí tích ngày 09 tháng 11 năm 1964;;0;Ngũ Phúc;2014-09-16 08:34:24;;0
268;27/10/1964;Đợt bí tích ngày 27 tháng 10 năm 1964;Lm. Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
269;22/08/1964;Đợt bí tích ngày 22 tháng 08 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
270;13/08/1964;Đợt bí tích ngày 13 tháng 08 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
271;20/01/1964;Đợt bí tích ngày 20 tháng 01 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
272;07/10/1964;Đợt bí tích ngày 07 tháng 10 năm 1964;;0;;2014-09-16 08:34:24;;0
273;12/06/1964;Đợt bí tích ngày 12 tháng 06 năm 1964;;0;Tín Đức;2014-09-16 08:34:24;;0
274;05/03/1964;Đợt bí tích ngày 05 tháng 03 năm 1964;;0;;2014-09-16 08:34:24;;0
275;10/09/1964;Đợt bí tích ngày 10 tháng 09 năm 1964;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
276;17/09/1964;Đợt bí tích ngày 17 tháng 09 năm 1964;;0;Gx Ngũ Phúc;2014-09-16 08:34:24;;0
277;10/04/1965;Đợt bí tích ngày 10 tháng 04 năm 1965;;0;Bình Dương;2014-09-16 08:34:24;;0
278;28/03/1965;Đợt bí tích ngày 28 tháng 03 năm 1965;;0;Gx Giá Rai;2014-09-16 08:34:24;;0
279;05/11/1965;Đợt bí tích ngày 05 tháng 11 năm 1965;;0;Gx Bình Lộc;2014-09-16 08:34:24;;0
280;10/05/1965;Đợt bí tích ngày 10 tháng 05 năm 1965;;0;Gx Bùi Chu;2014-09-16 08:34:24;;0
281;08/10/1965;Đợt bí tích ngày 08 tháng 10 năm 1965;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
282;07/10/1965;Đợt bí tích ngày 07 tháng 10 năm 1965;;0;Hòa Hiệp;2014-09-16 08:34:24;;0
283;22/11/1965;Đợt bí tích ngày 22 tháng 11 năm 1965;;0;;2014-09-16 08:34:24;;0
284;16/01/1965;Đợt bí tích ngày 16 tháng 01 năm 1965;Bonaventura Nguyễn Văn An;0;Đà Nẵng;2014-09-16 08:34:24;;0
285;15/11/1965;Đợt bí tích ngày 15 tháng 11 năm 1965;;0;Ngũ Phúc;2014-09-16 08:34:24;;0
286;02/08/1965;Đợt bí tích ngày 02 tháng 08 năm 1965;;0;Hà Nội;2014-09-16 08:34:24;;0
287;1965;Đợt bí tích năm 1965;;0;Bình Lộc;2014-09-16 08:34:24;;0
288;09/01/1965;Đợt bí tích ngày 09 tháng 01 năm 1965;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
289;07/03/1965;Đợt bí tích ngày 07 tháng 03 năm 1965;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
290;19/03/1965;Đợt bí tích ngày 19 tháng 03 năm 1965;Nguyễn Hoàn Nam Huân;0;Ngô Xá;2014-09-16 08:34:24;;0
291;06/06/1965;Đợt bí tích ngày 06 tháng 06 năm 1965;Giuse Mai Thành Hân;0;Tân Việt;2014-09-16 08:34:24;;0
292;10/01/1965;Đợt bí tích ngày 10 tháng 01 năm 1965;Giuse Vũ Hữu Văn;0;Bình Lộc;2014-09-16 08:34:24;;0
293;11/01/1965;Đợt bí tích ngày 11 tháng 01 năm 1965;;0;Thánh Tâm;2014-09-16 08:34:24;;0
294;10/06/1965;Đợt bí tích ngày 10 tháng 06 năm 1965;;0;Lạc An;2014-09-16 08:34:24;;0
295;27/08/1965;Đợt bí tích ngày 27 tháng 08 năm 1965;Nguyễn Tự Do;0;Sài Gòn;2014-09-16 08:34:24;;0
296;18/01/1965;Đợt bí tích ngày 18 tháng 01 năm 1965;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
297;08/11/1965;Đợt bí tích ngày 08 tháng 11 năm 1965;;0;Gx Thái Hòa, Gp Long Xuyên;2014-09-16 08:34:24;;0
298;20/09/1965;Đợt bí tích ngày 20 tháng 09 năm 1965;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
299;1965;Đợt bí tích năm 1965;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
300;23/10/1965;Đợt bí tích ngày 23 tháng 10 năm 1965;;0;Biên Hòa;2014-09-16 08:34:24;;0
301;25/01/1965;Đợt bí tích ngày 25 tháng 01 năm 1965;Lm. Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
302;02/05/1965;Đợt bí tích ngày 02 tháng 05 năm 1965;;0;Đại Lộ;2014-09-16 08:34:24;;0
303;10/04/1965;Đợt bí tích ngày 10 tháng 04 năm 1965;Lm. Bartolomeo Nguyễn Đăng Quang;0;Gx. Nam Hưng;2014-09-16 08:34:24;;0
304;04/04/1965;Đợt bí tích ngày 04 tháng 04 năm 1965;Lm. Đaminh Thức;0;Bùi Chu;2014-09-16 08:34:24;;0
305;30/12/1965;Đợt bí tích ngày 30 tháng 12 năm 1965;;0;Gx Ngũ Phúc;2014-09-16 08:34:24;;0
306;15/09/1966;Đợt bí tích ngày 15 tháng 09 năm 1966;;0;Gx Ngũ Phúc;2014-09-16 08:34:24;;0
307;25/04/1966;Đợt bí tích ngày 25 tháng 04 năm 1966;Lm Giuse Hoàng Trung;0;Gx Bình Thái, Tgp Sài Gòn;2014-09-16 08:34:24;;0
308;29/12/1966;Đợt bí tích ngày 29 tháng 12 năm 1966;Lm. Đaminh Phạm Hữu Tư;0;Gx Ngũ Phúc;2014-09-16 08:34:24;;0
309;05/09/1966;Đợt bí tích ngày 05 tháng 09 năm 1966;;0;Gx Hòa Ninh, Gp Quy Nhơn;2014-09-16 08:34:24;;0
310;21/04/1966;Đợt bí tích ngày 21 tháng 04 năm 1966;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
311;26/08/1966;Đợt bí tích ngày 26 tháng 08 năm 1966;Phan Văn Hậu;0;Hiếu Đạo;2014-09-16 08:34:24;;0
312;29/10/1966;Đợt bí tích ngày 29 tháng 10 năm 1966;Đaminh Trần Trung Trực;0;Thượng Phúc;2014-09-16 08:34:24;;0
313;22/02/1966;Đợt bí tích ngày 22 tháng 02 năm 1966;G.b Phạm Nghĩa Cử;0;Sài Gòn;2014-09-16 08:34:24;;0
314;29/08/1966;Đợt bí tích ngày 29 tháng 08 năm 1966;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
315;24/11/1966;Đợt bí tích ngày 24 tháng 11 năm 1966;;0;Trung Nghĩa;2014-09-16 08:34:24;;0
316;29/03/1966;Đợt bí tích ngày 29 tháng 03 năm 1966;;0;;2014-09-16 08:34:24;;0
317;01/12/1966;Đợt bí tích ngày 01 tháng 12 năm 1966;J M Lê Thanh Quang;0;;2014-09-16 08:34:24;;0
318;10/02/1966;Đợt bí tích ngày 10 tháng 02 năm 1966;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
319;15/01/1966;Đợt bí tích ngày 15 tháng 01 năm 1966;;0;Gx Ngũ Phúc;2014-09-16 08:34:24;;0
320;13/03/1966;Đợt bí tích ngày 13 tháng 03 năm 1966;;0;Di Linh;2014-09-16 08:34:24;;0
321;30/06/1966;Đợt bí tích ngày 30 tháng 06 năm 1966;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
322;11/12/1966;Đợt bí tích ngày 11 tháng 12 năm 1966;;0;Gx Ngũ Phúc;2014-09-16 08:34:24;;0
323;26/12/1966;Đợt bí tích ngày 26 tháng 12 năm 1966;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
324;08/05/1966;Đợt bí tích ngày 08 tháng 05 năm 1966;Giuse Phạm Đức Sự, Op;0;Ngọc Đồng;2014-09-16 08:34:24;;0
325;13/02/1966;Đợt bí tích ngày 13 tháng 02 năm 1966;;0;Dòng Chúa Cứu Thế;2014-09-16 08:34:24;;0
326;19/12/1966;Đợt bí tích ngày 19 tháng 12 năm 1966;;0;Vĩnh Long;2014-09-16 08:34:24;;0
327;21/08/1966;Đợt bí tích ngày 21 tháng 08 năm 1966;;0;Tiên Chu;2014-09-16 08:34:24;;0
328;03/10/1966;Đợt bí tích ngày 03 tháng 10 năm 1966;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
329;26/12/1967;Đợt bí tích ngày 26 tháng 12 năm 1967;Đaminh Nguyễn Ngọc Thung;0;Đức An, Pleiku;2014-09-16 08:34:24;;0
330;09/01/1967;Đợt bí tích ngày 09 tháng 01 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
331;31/07/1967;Đợt bí tích ngày 31 tháng 07 năm 1967;Lm. Đaminh Phạm Hữu Tư;0;Gx Ngũ Phúc;2014-09-16 08:34:24;;0
332;29/04/1967;Đợt bí tích ngày 29 tháng 04 năm 1967;;0;Gx Xuân Bình;2014-09-16 08:34:24;;0
333;1967;Đợt bí tích năm 1967;Lm Gioan Trịnh Xuân Thu;0;Gx, Quỳnh Lang, Gp Thái Bình;2014-09-16 08:34:24;;0
334;21/03/1967;Đợt bí tích ngày 21 tháng 03 năm 1967;Lm Giuse Hoàng Trung;0;Gx Bình Thái, Tgp Sài Gòn;2014-09-16 08:34:24;;0
335;28/12/1967;Đợt bí tích ngày 28 tháng 12 năm 1967;;0;;2014-09-16 08:34:24;;0
336;13/02/1967;Đợt bí tích ngày 13 tháng 02 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
337;11/04/1967;Đợt bí tích ngày 11 tháng 04 năm 1967;;0;;2014-09-16 08:34:24;;0
338;30/11/1967;Đợt bí tích ngày 30 tháng 11 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
339;11/09/1967;Đợt bí tích ngày 11 tháng 09 năm 1967;Đỗ Ngọc Bích;0;Ngọc Đồng;2014-09-16 08:34:24;;0
340;03/07/1967;Đợt bí tích ngày 03 tháng 07 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
341;15/12/1967;Đợt bí tích ngày 15 tháng 12 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
342;14/12/1967;Đợt bí tích ngày 14 tháng 12 năm 1967;;0;Hòa Bình;2014-09-16 08:34:24;;0
343;11/12/1967;Đợt bí tích ngày 11 tháng 12 năm 1967;;0;;2014-09-16 08:34:24;;0
344;07/12/1967;Đợt bí tích ngày 07 tháng 12 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
345;22/06/1967;Đợt bí tích ngày 22 tháng 06 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
346;04/12/1967;Đợt bí tích ngày 04 tháng 12 năm 1967;Phê-rô Nguyễn Khang Hy;0;Tân Mai;2014-09-16 08:34:24;;0
347;09/03/1967;Đợt bí tích ngày 09 tháng 03 năm 1967;;0;Gx Tân Mai;2014-09-16 08:34:24;;0
348;30/01/1967;Đợt bí tích ngày 30 tháng 01 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
349;25/05/1967;Đợt bí tích ngày 25 tháng 05 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
350;02/06/1967;Đợt bí tích ngày 02 tháng 06 năm 1967;;0;Sài Gòn;2014-09-16 08:34:24;;0
351;05/06/1967;Đợt bí tích ngày 05 tháng 06 năm 1967;;0;Sài Gòn;2014-09-16 08:34:24;;0
352;15/05/1967;Đợt bí tích ngày 15 tháng 05 năm 1967;;0;;2014-09-16 08:34:24;;0
353;17/11/1967;Đợt bí tích ngày 17 tháng 11 năm 1967;;0;Gx Ngọc Đồng;2014-09-16 08:34:24;;0
354;24/09/1967;Đợt bí tích ngày 24 tháng 09 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
355;28/05/1967;Đợt bí tích ngày 28 tháng 05 năm 1967;;0;Lộc Hưng;2014-09-16 08:34:24;;0
356;19/03/1967;Đợt bí tích ngày 19 tháng 03 năm 1967;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
381;12/08/1968;Đợt bí tích ngày 12 tháng 08 năm 1968;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:24;;0
382;28/11/1968;Đợt bí tích ngày 28 tháng 11 năm 1968;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
383;11/08/1968;Đợt bí tích ngày 11 tháng 08 năm 1968;;0;Biên Hòa;2014-09-16 08:34:25;;0
384;10/06/1968;Đợt bí tích ngày 10 tháng 06 năm 1968;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
385;19/05/1968;Đợt bí tích ngày 19 tháng 05 năm 1968;;0;Ngô Xá;2014-09-16 08:34:25;;0
386;24/10/1968;Đợt bí tích ngày 24 tháng 10 năm 1968;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
387;22/05/1968;Đợt bí tích ngày 22 tháng 05 năm 1968;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
388;04/01/1968;Đợt bí tích ngày 04 tháng 01 năm 1968;Đaminh Hoàng Văn Tiên;0;Kẻ Sặt 1;2014-09-16 08:34:25;;0
389;22/02/1968;Đợt bí tích ngày 22 tháng 02 năm 1968;Đaminh Nguyễn Đại Bằng;0;Hòa Bình;2014-09-16 08:34:25;;0
390;05/08/1968;Đợt bí tích ngày 05 tháng 08 năm 1968;;0;Bắc Hải;2014-09-16 08:34:25;;0
391;24/06/1968;Đợt bí tích ngày 24 tháng 06 năm 1968;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
392;18/02/1968;Đợt bí tích ngày 18 tháng 02 năm 1968;;0;Đà Nẵng;2014-09-16 08:34:25;;0
393;15/05/1968;Đợt bí tích ngày 15 tháng 05 năm 1968;Lm. Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
394;31/10/1968;Đợt bí tích ngày 31 tháng 10 năm 1968;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
395;29/04/1968;Đợt bí tích ngày 29 tháng 04 năm 1968;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
396;05/09/1968;Đợt bí tích ngày 05 tháng 09 năm 1968;Đam Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
397;1968;Đợt bí tích năm 1968;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
398;09/11/1969;Đợt bí tích ngày 09 tháng 11 năm 1969;;0;Gx Thuần Túy, Gp Thái Bình;2014-09-16 08:34:25;;0
399;10/03/1969;Đợt bí tích ngày 10 tháng 03 năm 1969;Lm Giuse Hoàng Trung;0;Gx Bình Thái, Tgp Sài Gòn;2014-09-16 08:34:25;;0
400;31/07/1969;Đợt bí tích ngày 31 tháng 07 năm 1969;Phaolo Lê Quang Đăng;0;Tân Việt;2014-09-16 08:34:25;;0
401;18/08/1969;Đợt bí tích ngày 18 tháng 08 năm 1969;;0;Ngũ Phúc;2014-09-16 08:34:25;;0
402;04/11/1969;Đợt bí tích ngày 04 tháng 11 năm 1969;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
403;08/05/1969;Đợt bí tích ngày 08 tháng 05 năm 1969;Fx Đinh Quốc Thụy;0;Ngũ Phúc;2014-09-16 08:34:25;;0
404;01/12/1969;Đợt bí tích ngày 01 tháng 12 năm 1969;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
430;15/03/1970;Đợt bí tích ngày 15 tháng 03 năm 1970;Luy Maria Trần Công Hoan;0;Ngũ Phúc;2014-09-16 08:34:25;;0
431;16/08/1970;Đợt bí tích ngày 16 tháng 08 năm 1970;An-tôn Nguyễn Văn Hoa;0;Tân Định;2014-09-16 08:34:25;;0
432;02/11/1970;Đợt bí tích ngày 02 tháng 11 năm 1970;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
433;08/10/1970;Đợt bí tích ngày 08 tháng 10 năm 1970;;0;Hải Dương;2014-09-16 08:34:25;;0
434;15/03/1970;Đợt bí tích ngày 15 tháng 03 năm 1970;Louis Trần Công Hoan;0;Ngũ Phúc;2014-09-16 08:34:25;;0
435;25/07/1970;Đợt bí tích ngày 25 tháng 07 năm 1970;;0;Thái Xuân;2014-09-16 08:34:25;;0
436;08/01/1970;Đợt bí tích ngày 08 tháng 01 năm 1970;;0;;2014-09-16 08:34:25;;0
437;04/10/1970;Đợt bí tích ngày 04 tháng 10 năm 1970;;0;Kẻ Sặt;2014-09-16 08:34:25;;0
438;28/10/1970;Đợt bí tích ngày 28 tháng 10 năm 1970;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
439;05/10/1970;Đợt bí tích ngày 05 tháng 10 năm 1970;;0;Phục Lễ;2014-09-16 08:34:25;;0
440;03/02/1970;Đợt bí tích ngày 03 tháng 02 năm 1970;;0;Bùi Vĩnh;2014-09-16 08:34:25;;0
441;12/01/1970;Đợt bí tích ngày 12 tháng 01 năm 1970;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
442;08/06/1970;Đợt bí tích ngày 08 tháng 06 năm 1970;Đaminh Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
443;05/07/1970;Đợt bí tích ngày 05 tháng 07 năm 1970;;0;Gx Ngũ Phúc;2014-09-16 08:34:25;;0
444;18/07/1970;Đợt bí tích ngày 18 tháng 07 năm 1970;;0;Quỳnh Lang;2014-09-16 08:34:25;;0
445;25/05/1970;Đợt bí tích ngày 25 tháng 05 năm 1970;Đam. Phạm Hữu Tư;0;Ngũ Phúc;2014-09-16 08:34:25;;0
446;09/10/1970;Đợt bí tích ngày 09 tháng 10 năm 1970;Phero Trần Quang Lưu;0;Hòa Bình;2014-09-16 08:34:25;;0
